date,pollutant,mean_value,neighborhood
2021-04-08,PM2.5,6,Washington Heights
2022-04-08,Ozone,0.043,Washington Heights
2022-04-08,PM2.5,3.7,Washington Heights
2020-04-09,Ozone,0.043,Washington Heights
2020-04-09,PM2.5,3.6500000000000004,Washington Heights
2021-04-09,Ozone,0.028,Washington Heights
2021-04-09,PM2.5,4.45,Washington Heights
2022-04-09,Ozone,0.036,Washington Heights
2022-04-09,PM2.5,3.35,Washington Heights
2020-04-10,Ozone,0.036,Washington Heights
2020-04-10,PM2.5,3.5,Washington Heights
2021-04-10,Ozone,0.031,Washington Heights
2021-04-10,PM2.5,4.699999999999999,Washington Heights
2022-04-10,Ozone,0.032,Washington Heights
2022-04-10,PM2.5,4.05,Washington Heights
2020-04-11,Ozone,0.043,Washington Heights
2020-04-11,PM2.5,4.3,Washington Heights
2021-04-11,Ozone,0.034,Washington Heights
2021-04-11,PM2.5,3.45,Washington Heights
2022-04-11,Ozone,0.03,Washington Heights
2022-04-11,PM2.5,5.6,Washington Heights
2020-04-12,Ozone,0.045,Washington Heights
2020-04-12,PM2.5,8.2,Washington Heights
2021-04-12,Ozone,0.026,Washington Heights
2021-04-12,PM2.5,3.75,Washington Heights
2022-04-12,Ozone,0.044,Washington Heights
2022-04-12,PM2.5,6.75,Washington Heights
2020-04-13,Ozone,0.043,Washington Heights
2020-04-13,PM2.5,4.5,Washington Heights
2021-04-13,Ozone,0.042,Washington Heights
2021-04-13,PM2.5,2.55,Washington Heights
2022-04-13,Ozone,0.045,Washington Heights
2022-04-13,PM2.5,13.95,Washington Heights
2020-04-14,Ozone,0.043,Washington Heights
2020-04-14,PM2.5,4.55,Washington Heights
2021-04-14,Ozone,0.036,Washington Heights
2021-04-14,PM2.5,5.95,Washington Heights
2022-04-14,Ozone,0.035,Washington Heights
2022-04-14,PM2.5,13.9,Washington Heights
2020-04-15,Ozone,0.043,Washington Heights
2020-04-15,PM2.5,4.1,Washington Heights
2021-04-15,Ozone,0.031,Washington Heights
2021-04-15,PM2.5,4.45,Washington Heights
2022-04-15,Ozone,0.049,Washington Heights
2022-04-15,PM2.5,2.8,Washington Heights
2020-04-16,Ozone,0.04,Washington Heights
2020-04-16,PM2.5,4.95,Washington Heights
2021-04-16,Ozone,0.025,Washington Heights
2021-04-16,PM2.5,1.9,Washington Heights
2022-04-16,Ozone,0.046,Washington Heights
2022-04-16,PM2.5,4.05,Washington Heights
2020-04-17,Ozone,0.041,Washington Heights
2020-04-17,PM2.5,5.300000000000001,Washington Heights
2021-04-17,Ozone,0.033,Washington Heights
2021-04-17,PM2.5,1.7000000000000002,Washington Heights
2022-04-17,Ozone,0.031,Washington Heights
2022-04-17,PM2.5,2.15,Washington Heights
2020-04-18,Ozone,0.035,Washington Heights
2020-04-18,PM2.5,3.65,Washington Heights
2021-04-18,Ozone,0.035,Washington Heights
2021-04-18,PM2.5,6.199999999999999,Washington Heights
2022-04-18,Ozone,0.029,Washington Heights
2022-04-18,PM2.5,0.35,Washington Heights
2020-04-19,Ozone,0.05,Washington Heights
2020-04-19,PM2.5,6.65,Washington Heights
2021-04-19,Ozone,0.037,Washington Heights
2021-04-19,PM2.5,8.5,Washington Heights
2022-04-19,Ozone,0.033,Washington Heights
2022-04-19,PM2.5,3.65,Washington Heights
2020-04-20,Ozone,0.04,Washington Heights
2020-04-20,PM2.5,4.35,Washington Heights
2021-04-20,Ozone,0.051,Washington Heights
2021-04-20,PM2.5,8.45,Washington Heights
2022-04-20,Ozone,0.036,Washington Heights
2022-04-20,PM2.5,6.15,Washington Heights
2020-04-21,Ozone,0.038,Washington Heights
2020-04-21,PM2.5,5.25,Washington Heights
2021-04-21,Ozone,0.037,Washington Heights
2021-04-21,PM2.5,5.05,Washington Heights
2022-04-21,Ozone,0.039,Washington Heights
2022-04-21,PM2.5,5.45,Washington Heights
2020-04-22,Ozone,0.039,Washington Heights
2020-04-22,PM2.5,4,Washington Heights
2021-04-22,Ozone,0.04,Washington Heights
2021-04-22,PM2.5,3.5,Washington Heights
2022-04-22,Ozone,0.043,Washington Heights
2022-04-22,PM2.5,4.5,Washington Heights
2020-04-23,Ozone,0.031,Washington Heights
2020-04-23,PM2.5,6.4,Washington Heights
2021-04-23,Ozone,0.051,Washington Heights
2021-04-23,PM2.5,5.6,Washington Heights
2022-04-23,Ozone,0.038,Washington Heights
2022-04-23,PM2.5,3.4,Washington Heights
2020-04-24,Ozone,0.029,Washington Heights
2020-04-24,PM2.5,4.699999999999999,Washington Heights
2021-04-24,Ozone,0.06,Washington Heights
2021-04-24,PM2.5,10.25,Washington Heights
2022-04-24,Ozone,0.044,Washington Heights
2022-04-24,PM2.5,4.7,Washington Heights
2020-04-25,Ozone,0.044,Washington Heights
2020-04-25,PM2.5,6.25,Washington Heights
2021-04-25,Ozone,0.049,Washington Heights
2021-04-25,PM2.5,8.649999999999999,Washington Heights
2022-04-25,Ozone,0.034,Washington Heights
2022-04-25,PM2.5,3.8499999999999996,Washington Heights
2020-04-26,Ozone,0.039,Washington Heights
2020-04-26,PM2.5,3,Washington Heights
2021-04-26,Ozone,0.045,Washington Heights
2021-04-26,PM2.5,3.5,Washington Heights
2022-04-26,Ozone,0.023,Washington Heights
2022-04-26,PM2.5,5.050000000000001,Washington Heights
2020-04-27,Ozone,0.035,Washington Heights
2020-04-27,PM2.5,1.2,Washington Heights
2021-04-27,Ozone,0.043,Washington Heights
2021-04-27,PM2.5,6.05,Washington Heights
2022-04-27,Ozone,0.033,Washington Heights
2022-04-27,PM2.5,1.4,Washington Heights
2020-04-28,Ozone,0.04,Washington Heights
2020-04-28,PM2.5,4.449999999999999,Washington Heights
2021-04-28,Ozone,0.045,Washington Heights
2021-04-28,PM2.5,12.75,Washington Heights
2022-04-28,Ozone,0.044,Washington Heights
2022-04-28,PM2.5,2.65,Washington Heights
2020-04-29,Ozone,0.038,Washington Heights
2020-04-29,PM2.5,5.4,Washington Heights
2021-04-29,Ozone,0.033,Washington Heights
2021-04-29,PM2.5,14.75,Washington Heights
2022-04-29,Ozone,0.045,Washington Heights
2022-04-29,PM2.5,3.5999999999999996,Washington Heights
2020-04-30,Ozone,0.043,Washington Heights
2020-04-30,PM2.5,4.9,Washington Heights
2021-04-30,Ozone,0.041,Washington Heights
2021-04-30,PM2.5,0.5,Washington Heights
2022-04-30,Ozone,0.044,Washington Heights
2022-04-30,PM2.5,4.5,Washington Heights
2020-05-01,Ozone,0.043,Washington Heights
2020-05-01,PM2.5,2.1,Washington Heights
2021-05-01,Ozone,0.039,Washington Heights
2021-05-01,PM2.5,1.5,Washington Heights
2022-05-01,Ozone,0.049,Washington Heights
2022-05-01,PM2.5,7.05,Washington Heights
2020-05-02,Ozone,0.04,Washington Heights
2020-05-02,PM2.5,4,Washington Heights
2021-05-02,Ozone,0.05,Washington Heights
2021-05-02,PM2.5,7.300000000000001,Washington Heights
2022-05-02,Ozone,0.033,Washington Heights
2022-05-02,PM2.5,6.6,Washington Heights
2020-05-03,Ozone,0.05,Washington Heights
2020-05-03,PM2.5,6.9,Washington Heights
2021-05-03,Ozone,0.033,Washington Heights
2021-05-03,PM2.5,4.9,Washington Heights
2022-05-03,Ozone,0.037,Washington Heights
2022-05-03,PM2.5,2.9,Washington Heights
2020-05-04,Ozone,0.041,Washington Heights
2020-05-04,PM2.5,2.9,Washington Heights
2021-05-04,Ozone,0.037,Washington Heights
2021-05-04,PM2.5,3.7,Washington Heights
2022-05-04,Ozone,0.018,Washington Heights
2022-05-04,PM2.5,5.5,Washington Heights
2020-05-05,Ozone,0.045,Washington Heights
2021-05-05,Ozone,0.023,Washington Heights
2021-05-05,PM2.5,2.5,Washington Heights
2022-05-05,Ozone,0.041,Washington Heights
2022-05-05,PM2.5,3.05,Washington Heights
2020-05-06,Ozone,0.032,Washington Heights
2020-05-06,PM2.5,4.1,Washington Heights
2021-05-06,Ozone,0.033,Washington Heights
2021-05-06,PM2.5,0.19999999999999998,Washington Heights
2022-05-06,Ozone,0.045,Washington Heights
2022-05-06,PM2.5,4.65,Washington Heights
2020-05-07,Ozone,0.044,Washington Heights
2020-05-07,PM2.5,3.1,Washington Heights
2021-05-07,Ozone,0.039,Washington Heights
2021-05-07,PM2.5,1.6,Washington Heights
2022-05-07,Ozone,0.033,Washington Heights
2022-05-07,PM2.5,3.5,Washington Heights
2020-05-08,Ozone,0.033,Washington Heights
2020-05-08,PM2.5,3.6,Washington Heights
2021-05-08,Ozone,0.033,Washington Heights
2021-05-08,PM2.5,2.85,Washington Heights
2022-05-08,Ozone,0.039,Washington Heights
2022-05-08,PM2.5,3.55,Washington Heights
2020-05-09,Ozone,0.029,Washington Heights
2021-05-09,Ozone,0.037,Washington Heights
2021-05-09,PM2.5,3.4,Washington Heights
2022-05-09,Ozone,0.053,Washington Heights
2022-05-09,PM2.5,3.05,Washington Heights
2020-05-10,Ozone,0.045,Washington Heights
2020-05-10,PM2.5,3.2,Washington Heights
2021-05-10,Ozone,0.033,Washington Heights
2021-05-10,PM2.5,2,Washington Heights
2022-05-10,Ozone,0.05,Washington Heights
2022-05-10,PM2.5,3.55,Washington Heights
2020-05-11,Ozone,0.034,Washington Heights
2020-05-11,PM2.5,3.7,Washington Heights
2021-05-11,Ozone,0.044,Washington Heights
2021-05-11,PM2.5,3.0999999999999996,Washington Heights
2022-05-11,Ozone,0.045,Washington Heights
2022-05-11,PM2.5,8.85,Washington Heights
2021-05-12,Ozone,0.036,Washington Heights
2021-05-12,PM2.5,2.25,Washington Heights
2022-05-12,Ozone,0.036,Washington Heights
2022-05-12,PM2.5,5.25,Washington Heights
2020-05-13,Ozone,0.044,Washington Heights
2020-05-13,PM2.5,2,Washington Heights
2021-05-13,Ozone,0.045,Washington Heights
2021-05-13,PM2.5,3.6,Washington Heights
2022-05-13,Ozone,0.02,Washington Heights
2022-05-13,PM2.5,5.4,Washington Heights
2020-05-14,Ozone,0.048,Washington Heights
2020-05-14,PM2.5,4.6,Washington Heights
2021-05-14,Ozone,0.05,Washington Heights
2021-05-14,PM2.5,5.85,Washington Heights
2022-05-14,Ozone,0.021,Washington Heights
2022-05-14,PM2.5,4,Washington Heights
2020-05-15,Ozone,0.057,Washington Heights
2020-05-15,PM2.5,9.2,Washington Heights
2021-05-15,Ozone,0.051,Washington Heights
2021-05-15,PM2.5,8.15,Washington Heights
2022-05-15,Ozone,0.032,Washington Heights
2022-05-15,PM2.5,3.65,Washington Heights
2020-05-16,Ozone,0.044,Washington Heights
2021-05-16,Ozone,0.05,Washington Heights
2021-05-16,PM2.5,8.100000000000001,Washington Heights
2022-05-16,Ozone,0.039,Washington Heights
2022-05-16,PM2.5,6.3,Washington Heights
2020-05-17,Ozone,0.046,Washington Heights
2020-05-17,PM2.5,1.8,Washington Heights
2021-05-17,Ozone,0.06,Washington Heights
2021-05-17,PM2.5,9.25,Washington Heights
2022-05-17,Ozone,0.046,Washington Heights
2022-05-17,PM2.5,2.8,Washington Heights
2020-05-18,Ozone,0.046,Washington Heights
2020-05-18,PM2.5,2,Washington Heights
2021-05-18,Ozone,0.061,Washington Heights
2021-05-18,PM2.5,8.2,Washington Heights
2022-05-18,Ozone,0.041,Washington Heights
2022-05-18,PM2.5,2.7,Washington Heights
2020-05-19,Ozone,0.042,Washington Heights
2020-05-19,PM2.5,3.3,Washington Heights
2021-05-19,Ozone,0.06,Washington Heights
2021-05-19,PM2.5,10.05,Washington Heights
2022-05-19,Ozone,0.028,Washington Heights
2022-05-19,PM2.5,5.800000000000001,Washington Heights
2020-05-20,Ozone,0.042,Washington Heights
2020-05-20,PM2.5,1.7,Washington Heights
2021-05-20,Ozone,0.048,Washington Heights
2021-05-20,PM2.5,7.1,Washington Heights
2022-05-20,Ozone,0.029,Washington Heights
2022-05-20,PM2.5,9.100000000000001,Washington Heights
2020-05-21,Ozone,0.036,Washington Heights
2020-05-21,PM2.5,5.4,Washington Heights
2021-05-21,Ozone,0.041,Washington Heights
2021-05-21,PM2.5,8.8,Washington Heights
2022-05-21,Ozone,0.06,Washington Heights
2022-05-21,PM2.5,14.45,Washington Heights
2020-05-22,Ozone,0.037,Washington Heights
2020-05-22,PM2.5,5.2,Washington Heights
2021-05-22,Ozone,0.058,Washington Heights
2021-05-22,PM2.5,12.5,Washington Heights
2022-05-22,Ozone,0.052,Washington Heights
2022-05-22,PM2.5,12.100000000000001,Washington Heights
2020-05-23,Ozone,0.036,Washington Heights
2020-05-23,PM2.5,2.8,Washington Heights
2021-05-23,Ozone,0.041,Washington Heights
2021-05-23,PM2.5,7.8,Washington Heights
2022-05-23,Ozone,0.037,Washington Heights
2022-05-23,PM2.5,-1,Washington Heights
2020-05-24,Ozone,0.039,Washington Heights
2020-05-24,PM2.5,5.2,Washington Heights
2021-05-24,Ozone,0.039,Washington Heights
2021-05-24,PM2.5,1.4,Washington Heights
2022-05-24,Ozone,0.03,Washington Heights
2022-05-24,PM2.5,2.1500000000000004,Washington Heights
2020-05-25,Ozone,0.032,Washington Heights
2020-05-25,PM2.5,4.6,Washington Heights
2021-05-25,Ozone,0.041,Washington Heights
2021-05-25,PM2.5,11.2,Washington Heights
2022-05-25,Ozone,0.03,Washington Heights
2022-05-25,PM2.5,2.4,Washington Heights
2020-05-26,Ozone,0.027,Washington Heights
2021-05-26,Ozone,0.057,Washington Heights
2021-05-26,PM2.5,11,Washington Heights
2022-05-26,Ozone,0.034,Washington Heights
2022-05-26,PM2.5,3.5,Washington Heights
2020-05-27,Ozone,0.028,Washington Heights
2020-05-27,PM2.5,2.6,Washington Heights
2021-05-27,Ozone,0.042,Washington Heights
2021-05-27,PM2.5,2.3,Washington Heights
2022-05-27,Ozone,0.024,Washington Heights
2022-05-27,PM2.5,4.9,Washington Heights
2020-05-28,Ozone,0.02,Washington Heights
2020-05-28,PM2.5,3.2,Washington Heights
2021-05-28,Ozone,0.039,Washington Heights
2021-05-28,PM2.5,1.5,Washington Heights
2022-05-28,Ozone,0.036,Washington Heights
2022-05-28,PM2.5,3.15,Washington Heights
2020-05-29,Ozone,0.025,Washington Heights
2020-05-29,PM2.5,4.4,Washington Heights
2021-05-29,Ozone,0.028,Washington Heights
2021-05-29,PM2.5,0,Washington Heights
2022-05-29,Ozone,0.046,Washington Heights
2022-05-29,PM2.5,5.65,Washington Heights
2020-05-30,Ozone,0.043,Washington Heights
2020-05-30,PM2.5,2.6,Washington Heights
2021-05-30,Ozone,0.021,Washington Heights
2021-05-30,PM2.5,0.3,Washington Heights
2022-05-30,Ozone,0.058,Washington Heights
2022-05-30,PM2.5,11.65,Washington Heights
2020-05-31,Ozone,0.032,Washington Heights
2021-05-31,Ozone,0.026,Washington Heights
2021-05-31,PM2.5,3.5,Washington Heights
2022-05-31,Ozone,0.052,Washington Heights
2020-06-01,Ozone,0.039,Washington Heights
2021-06-01,Ozone,0.044,Washington Heights
2021-06-01,PM2.5,10.5,Washington Heights
2022-06-01,Ozone,0.026,Washington Heights
2022-06-01,PM2.5,2.65,Washington Heights
2020-06-02,Ozone,0.047,Washington Heights
2020-06-02,PM2.5,4.3,Washington Heights
2021-06-02,Ozone,0.039,Washington Heights
2021-06-02,PM2.5,6.7,Washington Heights
2022-06-02,Ozone,0.04,Washington Heights
2022-06-02,PM2.5,4.8,Washington Heights
2020-06-03,Ozone,0.046,Washington Heights
2020-06-03,PM2.5,7.7,Washington Heights
2021-06-03,Ozone,0.018,Washington Heights
2021-06-03,PM2.5,5.6,Washington Heights
2022-06-03,Ozone,0.04,Washington Heights
2022-06-03,PM2.5,5.6,Washington Heights
2020-06-04,Ozone,0.06,Washington Heights
2020-06-04,PM2.5,7.6,Washington Heights
2021-06-04,Ozone,0.033,Washington Heights
2021-06-04,PM2.5,4.2,Washington Heights
2022-06-04,Ozone,0.055,Washington Heights
2022-06-04,PM2.5,4.75,Washington Heights
2020-06-05,Ozone,0.038,Washington Heights
2020-06-05,PM2.5,7.2,Washington Heights
2021-06-05,Ozone,0.067,Washington Heights
2021-06-05,PM2.5,8.9,Washington Heights
2022-06-05,Ozone,0.053,Washington Heights
2022-06-05,PM2.5,2.15,Washington Heights
2020-06-06,Ozone,0.052,Washington Heights
2020-06-06,PM2.5,3.6,Washington Heights
2021-06-06,Ozone,0.076,Washington Heights
2021-06-06,PM2.5,14.1,Washington Heights
2022-06-06,Ozone,0.059,Washington Heights
2022-06-06,PM2.5,5.3,Washington Heights
2020-06-07,Ozone,0.034,Washington Heights
2021-06-07,Ozone,0.056,Washington Heights
2021-06-07,PM2.5,18,Washington Heights
2022-06-07,Ozone,0.037,Washington Heights
2022-06-07,PM2.5,3.4,Washington Heights
2020-06-08,Ozone,0.035,Washington Heights
2020-06-08,PM2.5,1.9,Washington Heights
2021-06-08,Ozone,0.042,Washington Heights
2021-06-08,PM2.5,8.5,Washington Heights
2022-06-08,Ozone,0.054,Washington Heights
2022-06-08,PM2.5,4.25,Washington Heights
2020-06-09,Ozone,0.069,Washington Heights
2020-06-09,PM2.5,8,Washington Heights
2021-06-09,Ozone,0.053,Washington Heights
2021-06-09,PM2.5,8,Washington Heights
2022-06-09,Ozone,0.047,Washington Heights
2022-06-09,PM2.5,1.55,Washington Heights
2020-06-10,Ozone,0.048,Washington Heights
2020-06-10,PM2.5,7,Washington Heights
2021-06-10,Ozone,0.052,Washington Heights
2021-06-10,PM2.5,3.9,Washington Heights
2022-06-10,Ozone,0.042,Washington Heights
2022-06-10,PM2.5,2.7,Washington Heights
2020-06-11,Ozone,0.029,Washington Heights
2020-06-11,PM2.5,7.6,Washington Heights
2021-06-11,Ozone,0.03,Washington Heights
2021-06-11,PM2.5,4.2,Washington Heights
2022-06-11,Ozone,0.04,Washington Heights
2022-06-11,PM2.5,5.25,Washington Heights
2020-06-12,Ozone,0.052,Washington Heights
2021-06-12,Ozone,0.031,Washington Heights
2021-06-12,PM2.5,3.7,Washington Heights
2022-06-12,Ozone,0.045,Washington Heights
2022-06-12,PM2.5,5.449999999999999,Washington Heights
2020-06-13,Ozone,0.041,Washington Heights
2021-06-13,Ozone,0.039,Washington Heights
2021-06-13,PM2.5,4.9,Washington Heights
2022-06-13,Ozone,0.06,Washington Heights
2022-06-13,PM2.5,6.75,Washington Heights
2020-06-14,Ozone,0.041,Washington Heights
2020-06-14,PM2.5,1.9,Washington Heights
2021-06-14,Ozone,0.032,Washington Heights
2021-06-14,PM2.5,1.7,Washington Heights
2022-06-14,Ozone,0.043,Washington Heights
2022-06-14,PM2.5,3.25,Washington Heights
2020-06-15,Ozone,0.04,Washington Heights
2020-06-15,PM2.5,3.4,Washington Heights
2021-06-15,Ozone,0.045,Washington Heights
2021-06-15,PM2.5,2.8,Washington Heights
2022-06-15,Ozone,0.045,Washington Heights
2022-06-15,PM2.5,3.8,Washington Heights
2020-06-16,Ozone,0.042,Washington Heights
2020-06-16,PM2.5,2.8,Washington Heights
2021-06-16,Ozone,0.035,Washington Heights
2021-06-16,PM2.5,1.8,Washington Heights
2022-06-16,Ozone,0.031,Washington Heights
2022-06-16,PM2.5,1.4000000000000001,Washington Heights
2021-06-17,Ozone,0.043,Washington Heights
2021-06-17,PM2.5,1.8,Washington Heights
2022-06-17,Ozone,0.049,Washington Heights
2022-06-17,PM2.5,5.95,Washington Heights
2021-06-18,Ozone,0.069,Washington Heights
2021-06-18,PM2.5,7.4,Washington Heights
2022-06-18,Ozone,0.026,Washington Heights
2022-06-18,PM2.5,0.7,Washington Heights
2020-06-19,Ozone,0.041,Washington Heights
2020-06-19,PM2.5,3.5,Washington Heights
2021-06-19,Ozone,0.057,Washington Heights
2021-06-19,PM2.5,8.5,Washington Heights
2022-06-19,Ozone,0.032,Washington Heights
2022-06-19,PM2.5,1.15,Washington Heights
2020-06-20,Ozone,0.052,Washington Heights
2020-06-20,PM2.5,6.6,Washington Heights
2021-06-20,Ozone,0.062,Washington Heights
2021-06-20,PM2.5,10.1,Washington Heights
2022-06-20,Ozone,0.039,Washington Heights
2022-06-20,PM2.5,4.75,Washington Heights
2020-06-21,Ozone,0.043,Washington Heights
2020-06-21,PM2.5,6.6,Washington Heights
2021-06-21,Ozone,0.036,Washington Heights
2021-06-21,PM2.5,11,Washington Heights
2022-06-21,Ozone,0.044,Washington Heights
2022-06-21,PM2.5,12.7,Washington Heights
2020-06-22,Ozone,0.062,Washington Heights
2020-06-22,PM2.5,4.4,Washington Heights
2021-06-22,Ozone,0.021,Washington Heights
2021-06-22,PM2.5,2.4,Washington Heights
2022-06-22,Ozone,0.049,Washington Heights
2022-06-22,PM2.5,6,Washington Heights
2020-06-23,Ozone,0.055,Washington Heights
2020-06-23,PM2.5,7.7,Washington Heights
2021-06-23,Ozone,0.034,Washington Heights
2021-06-23,PM2.5,1.2,Washington Heights
2022-06-23,Ozone,0.041,Washington Heights
2022-06-23,PM2.5,4.1,Washington Heights
2020-06-24,Ozone,0.046,Washington Heights
2021-06-24,Ozone,0.045,Washington Heights
2021-06-24,PM2.5,3,Washington Heights
2022-06-24,Ozone,0.051,Washington Heights
2022-06-24,PM2.5,7.1,Washington Heights
2020-06-25,Ozone,0.064,Washington Heights
2020-06-25,PM2.5,5.3,Washington Heights
2021-06-25,Ozone,0.044,Washington Heights
2021-06-25,PM2.5,2.2,Washington Heights
2022-06-25,Ozone,0.061,Washington Heights
2022-06-25,PM2.5,9.25,Washington Heights
2020-06-26,Ozone,0.056,Washington Heights
2020-06-26,PM2.5,5.9,Washington Heights
2021-06-26,Ozone,0.019,Washington Heights
2021-06-26,PM2.5,6.4,Washington Heights
2022-06-26,Ozone,0.059,Washington Heights
2022-06-26,PM2.5,8.7,Washington Heights
2020-06-27,Ozone,0.044,Washington Heights
2020-06-27,PM2.5,9.2,Washington Heights
2021-06-27,Ozone,0.037,Washington Heights
2021-06-27,PM2.5,9,Washington Heights
2022-06-27,Ozone,0.024,Washington Heights
2022-06-27,PM2.5,5.8,Washington Heights
2020-06-28,Ozone,0.059,Washington Heights
2020-06-28,PM2.5,9.1,Washington Heights
2021-06-28,Ozone,0.061,Washington Heights
2021-06-28,PM2.5,9.7,Washington Heights
2022-06-28,Ozone,0.039,Washington Heights
2022-06-28,PM2.5,1.65,Washington Heights
2020-06-29,Ozone,0.04,Washington Heights
2020-06-29,PM2.5,4.4,Washington Heights
2021-06-29,Ozone,0.073,Washington Heights
2021-06-29,PM2.5,9.3,Washington Heights
2022-06-29,Ozone,0.06,Washington Heights
2022-06-29,PM2.5,6.1,Washington Heights
2020-06-30,Ozone,0.039,Washington Heights
2021-06-30,Ozone,0.056,Washington Heights
2021-06-30,PM2.5,9.5,Washington Heights
2022-06-30,Ozone,0.06,Washington Heights
2022-06-30,PM2.5,7.75,Washington Heights
2020-07-01,Ozone,0.049,Washington Heights
