date,units,site_name,state,county,pollutant,value,scaled_value,measurement,zip_code,sfg_id,point_id,x,y
07/24/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.7,1.2277786481461472,NA,10455,12939,12939,-73.902,40.816
07/26/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.6,-0.22313318561955717,NA,10455,12940,12940,-73.902,40.816
07/27/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8,0.3477173719276054,NA,10455,12941,12941,-73.902,40.816
07/29/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8.9,0.5617863310077914,NA,10455,12942,12942,-73.902,40.816
07/30/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.7,-0.1993477457217586,NA,10455,12943,12943,-73.902,40.816
08/01/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.7,0.2763610522342101,NA,10455,12944,12944,-73.902,40.816
08/02/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.7,0.7520698501901786,NA,10455,12945,12945,-73.902,40.816
08/04/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.2,1.1088514486571552,NA,10455,12946,12946,-73.902,40.816
08/05/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.6,0.7282844102923802,NA,10455,12947,12947,-73.902,40.816
08/07/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.9,-0.15177686592616169,NA,10455,12948,12948,-73.902,40.816
08/08/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.8,0.06229209315402411,NA,10455,12949,12949,-73.902,40.816
08/10/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.5,-0.2469186255173555,NA,10455,12950,12950,-73.902,40.816
08/11/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.6,0.25257561233641157,NA,10455,12951,12951,-73.902,40.816
08/13/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4,-0.603700223984332,NA,10455,12952,12952,-73.902,40.816
08/14/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.8,-0.4134167048019446,NA,10455,12953,12953,-73.902,40.816
08/16/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.6,-0.22313318561955717,NA,10455,12954,12954,-73.902,40.816
08/17/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.2,0.15743385274521793,NA,10455,12955,12955,-73.902,40.816
08/19/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.2,0.6331426507011865,NA,10455,12956,12956,-73.902,40.816
08/20/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,10.4,0.918567929474768,NA,10455,12957,12957,-73.902,40.816
08/22/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.9,-0.15177686592616169,NA,10455,12958,12958,-73.902,40.816
08/23/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.5,-0.009064226539371154,NA,10455,12959,12959,-73.902,40.816
08/25/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9,0.5855717709055898,NA,10455,12960,12960,-73.902,40.816
08/26/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,14.5,1.8937709652845036,NA,10455,12961,12961,-73.902,40.816
08/28/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.2,0.6331426507011865,NA,10455,12962,12962,-73.902,40.816
08/29/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8.8,0.538000891109993,NA,10455,12963,12963,-73.902,40.816
08/31/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6,-0.12799142602836333,NA,10455,12964,12964,-73.902,40.816
09/01/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6,-0.12799142602836333,NA,10455,12965,12965,-73.902,40.816
09/03/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.5,-0.4847730244953399,NA,10455,12966,12966,-73.902,40.816
09/04/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.3,0.18121929264301628,NA,10455,12967,12967,-73.902,40.816
09/06/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.7,-0.1993477457217586,NA,10455,12968,12968,-73.902,40.816
09/07/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.7,-0.43720214469974295,NA,10455,12969,12969,-73.902,40.816
09/09/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.2,-0.08042054623276641,NA,10455,12970,12970,-73.902,40.816
09/10/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8.7,0.5142154512121943,NA,10455,12971,12971,-73.902,40.816
09/12/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.7,-0.1993477457217586,NA,10455,12972,12972,-73.902,40.816
09/13/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.4,-0.0328496664371695,NA,10455,12973,12973,-73.902,40.816
09/15/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.7,-0.1993477457217586,NA,10455,12974,12974,-73.902,40.816
09/16/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4,-0.603700223984332,NA,10455,12975,12975,-73.902,40.816
09/18/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.3,0.6569280905989852,NA,10455,12976,12976,-73.902,40.816
09/19/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.3,1.1326368885549538,NA,10455,12977,12977,-73.902,40.816
09/21/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.2,-0.08042054623276641,NA,10455,12978,12978,-73.902,40.816
09/22/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7,0.10986297294962102,NA,10455,12979,12979,-73.902,40.816
09/24/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,3.8,-0.6512711037799289,NA,10455,12980,12980,-73.902,40.816
09/25/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.7,0.03850665325622576,NA,10455,12981,12981,-73.902,40.816
09/27/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.2,-0.3182749452107508,NA,10455,12982,12982,-73.902,40.816
09/28/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,3.6,-0.6988419835755257,NA,10455,12983,12983,-73.902,40.816
09/30/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.7,-0.43720214469974295,NA,10455,12984,12984,-73.902,40.816
10/01/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.5,-0.4847730244953399,NA,10455,12985,12985,-73.902,40.816
10/03/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,3.9,-0.6274856638821305,NA,10455,12986,12986,-73.902,40.816
10/04/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,3.7,-0.6750565436777273,NA,10455,12987,12987,-73.902,40.816
10/06/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.6,0.25257561233641157,NA,10455,12988,12988,-73.902,40.816
10/07/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.1,0.6093572108033881,NA,10455,12989,12989,-73.902,40.816
10/09/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.7,0.03850665325622576,NA,10455,12990,12990,-73.902,40.816
10/10/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.5,0.2287901724386132,NA,10455,12991,12991,-73.902,40.816
10/12/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.1,0.6093572108033881,NA,10455,12992,12992,-73.902,40.816
10/13/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.7,0.03850665325622576,NA,10455,12993,12993,-73.902,40.816
10/15/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.8,0.7758552900879774,NA,10455,12994,12994,-73.902,40.816
10/16/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.6,0.7282844102923802,NA,10455,12995,12995,-73.902,40.816
10/18/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5,-0.36584582500634766,NA,10455,12996,12996,-73.902,40.816
10/19/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.3,-0.2944895053129524,NA,10455,12997,12997,-73.902,40.816
10/21/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,10.7,0.989924249168163,NA,10455,12998,12998,-73.902,40.816
10/22/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,14.7,1.9413418450801003,NA,10455,12999,12999,-73.902,40.816
10/24/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.5,-0.2469186255173555,NA,10455,13000,13000,-73.902,40.816
10/25/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.3,0.18121929264301628,NA,10455,13001,13001,-73.902,40.816
10/27/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.1,-0.5799147840865337,NA,10455,13002,13002,-73.902,40.816
10/28/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.4,-0.5085584643931382,NA,10455,13003,13003,-73.902,40.816
10/30/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.1,1.0850660087593569,NA,10455,13004,13004,-73.902,40.816
10/31/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,12.1,1.322920407737341,NA,10455,13005,13005,-73.902,40.816
11/02/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.5,1.1802077683505505,NA,10455,13006,13006,-73.902,40.816
11/03/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.4,1.1564223284527522,NA,10455,13007,13007,-73.902,40.816
11/05/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.8,0.30014649213200845,NA,10455,13008,13008,-73.902,40.816
11/06/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8.8,0.538000891109993,NA,10455,13009,13009,-73.902,40.816
11/08/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.2,-0.5561293441887352,NA,10455,13010,13010,-73.902,40.816
11/09/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.5,-0.2469186255173555,NA,10455,13011,13011,-73.902,40.816
11/11/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.4,0.6807135304967835,NA,10455,13012,13012,-73.902,40.816
11/12/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.9,0.323931932029807,NA,10455,13013,13013,-73.902,40.816
11/14/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,3.5,-0.7226274234733242,NA,10455,13014,13014,-73.902,40.816
11/15/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,5.1,-0.34206038510854936,NA,10455,13015,13015,-73.902,40.816
11/17/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8.4,0.4428591315187992,NA,10455,13016,13016,-73.902,40.816
11/18/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,10.7,0.989924249168163,NA,10455,13017,13017,-73.902,40.816
11/20/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6,-0.12799142602836333,NA,10455,13018,13018,-73.902,40.816
11/21/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.1,0.13364841284741938,NA,10455,13019,13019,-73.902,40.816
11/23/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,13.6,1.6797020062043178,NA,10455,13020,13020,-73.902,40.816
11/24/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.2,1.1088514486571552,NA,10455,13021,13021,-73.902,40.816
11/26/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4,-0.603700223984332,NA,10455,13022,13022,-73.902,40.816
11/27/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.6,0.7282844102923802,NA,10455,13023,13023,-73.902,40.816
11/29/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7,0.10986297294962102,NA,10455,13024,13024,-73.902,40.816
11/30/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6,-0.12799142602836333,NA,10455,13025,13025,-73.902,40.816
12/02/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,8.4,0.4428591315187992,NA,10455,13026,13026,-73.902,40.816
12/03/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.5,-0.009064226539371154,NA,10455,13027,13027,-73.902,40.816
12/05/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,13.9,1.7510583258977133,NA,10455,13028,13028,-73.902,40.816
12/06/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,11.9,1.2753495279417444,NA,10455,13029,13029,-73.902,40.816
12/09/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.9,-0.389631264904146,NA,10455,13030,13030,-73.902,40.816
12/11/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.3,0.18121929264301628,NA,10455,13031,13031,-73.902,40.816
12/12/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.5,-0.009064226539371154,NA,10455,13032,13032,-73.902,40.816
12/14/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,3.8,-0.6512711037799289,NA,10455,13033,13033,-73.902,40.816
12/15/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.6,-0.4609875845975415,NA,10455,13034,13034,-73.902,40.816
12/17/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,6.7,0.03850665325622576,NA,10455,13035,13035,-73.902,40.816
12/18/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.3,0.18121929264301628,NA,10455,13036,13036,-73.902,40.816
12/20/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,4.5,-0.4847730244953399,NA,10455,13037,13037,-73.902,40.816
12/21/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,9.4,0.6807135304967835,NA,10455,13038,13038,-73.902,40.816
12/23/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.1,0.13364841284741938,NA,10455,13039,13039,-73.902,40.816
12/24/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.7,0.2763610522342101,NA,10455,13040,13040,-73.902,40.816
12/25/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.4,0.20500473254081486,NA,10455,13041,13041,-73.902,40.816
12/26/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,7.9,0.323931932029807,NA,10455,13042,13042,-73.902,40.816
12/27/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,10.7,0.989924249168163,NA,10455,13043,13043,-73.902,40.816
12/29/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,21.2,3.4873954384369985,NA,10455,13044,13044,-73.902,40.816
12/30/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,29.9,5.556728709545462,NA,10455,13045,13045,-73.902,40.816
12/31/2022,ug/m3 LC,IS 52,New York,Bronx,PM2.5,23.9,4.129602315677556,NA,10455,13046,13046,-73.902,40.816
01/01/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.5,0.46664457141659754,NA,11220,13169,13169,-74.01871,40.64182
01/02/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.5,-0.009064226539371154,NA,11220,13170,13170,-74.01871,40.64182
01/03/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.7,-0.6750565436777273,NA,11220,13171,13171,-74.01871,40.64182
01/04/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.4,-0.27070406541515385,NA,11220,13172,13172,-74.01871,40.64182
01/05/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.3,0.41907369162100083,NA,11220,13173,13173,-74.01871,40.64182
01/06/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,11.6,1.2039932082483489,NA,11220,13174,13174,-74.01871,40.64182
01/07/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.1,0.8472116097813724,NA,11220,13175,13175,-74.01871,40.64182
01/08/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,7,0.10986297294962102,NA,11220,13176,13176,-74.01871,40.64182
01/09/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.2,0.8709970496791708,NA,11220,13177,13177,-74.01871,40.64182
01/10/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.6,0.014721213358427198,NA,11220,13178,13178,-74.01871,40.64182
01/11/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.6,-0.22313318561955717,NA,11220,13179,13179,-74.01871,40.64182
01/12/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,9,0.5855717709055898,NA,11220,13180,13180,-74.01871,40.64182
01/13/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,19,2.9641157606854334,NA,11220,13181,13181,-74.01871,40.64182
01/14/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,13.6,1.6797020062043178,NA,11220,13182,13182,-74.01871,40.64182
01/15/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.5,0.46664457141659754,NA,11220,13183,13183,-74.01871,40.64182
01/16/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.1,0.6093572108033881,NA,11220,13184,13184,-74.01871,40.64182
01/17/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.5,-0.2469186255173555,NA,11220,13185,13185,-74.01871,40.64182
01/18/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.9,-0.6274856638821305,NA,11220,13186,13186,-74.01871,40.64182
01/19/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.1,0.37150281182540373,NA,11220,13187,13187,-74.01871,40.64182
01/20/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.6,0.4904300113143959,NA,11220,13188,13188,-74.01871,40.64182
01/21/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.4,-0.0328496664371695,NA,11220,13189,13189,-74.01871,40.64182
01/22/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.1,0.37150281182540373,NA,11220,13190,13190,-74.01871,40.64182
01/23/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,14.4,1.8699855253867053,NA,11220,13191,13191,-74.01871,40.64182
01/24/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,18.7,2.892759440992038,NA,11220,13192,13192,-74.01871,40.64182
01/25/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,18.8,2.9165448808898367,NA,11220,13193,13193,-74.01871,40.64182
01/26/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.3,-0.2944895053129524,NA,11220,13194,13194,-74.01871,40.64182
01/27/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.8,0.06229209315402411,NA,11220,13195,13195,-74.01871,40.64182
01/28/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,25.4,4.4863839141445325,NA,11220,13196,13196,-74.01871,40.64182
01/29/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.5,0.46664457141659754,NA,11220,13197,13197,-74.01871,40.64182
01/30/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6,-0.12799142602836333,NA,11220,13198,13198,-74.01871,40.64182
01/31/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.5,0.7044989703945819,NA,11220,13199,13199,-74.01871,40.64182
02/01/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,12.8,1.4894184870219305,NA,11220,13200,13200,-74.01871,40.64182
02/02/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,13.4,1.632131126408721,NA,11220,13201,13201,-74.01871,40.64182
02/03/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.1,0.8472116097813724,NA,11220,13202,13202,-74.01871,40.64182
02/04/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.2,-0.08042054623276641,NA,11220,13203,13203,-74.01871,40.64182
02/05/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.1,-0.10420598613056498,NA,11220,13204,13204,-74.01871,40.64182
02/06/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.2,-0.08042054623276641,NA,11220,13205,13205,-74.01871,40.64182
02/07/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,15.1,2.0364836046712944,NA,11220,13206,13206,-74.01871,40.64182
02/08/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,11.7,1.2277786481461472,NA,11220,13207,13207,-74.01871,40.64182
02/09/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,14.6,1.917556405182302,NA,11220,13208,13208,-74.01871,40.64182
02/10/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.7,0.03850665325622576,NA,11220,13209,13209,-74.01871,40.64182
02/11/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.5,-0.009064226539371154,NA,11220,13210,13210,-74.01871,40.64182
02/12/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.3,-0.056635106334968065,NA,11220,13211,13211,-74.01871,40.64182
02/13/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.8,0.30014649213200845,NA,11220,13212,13212,-74.01871,40.64182
02/14/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6,-0.12799142602836333,NA,11220,13213,13213,-74.01871,40.64182
02/15/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.2,0.15743385274521793,NA,11220,13214,13214,-74.01871,40.64182
02/16/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.4,0.6807135304967835,NA,11220,13215,13215,-74.01871,40.64182
02/17/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.3,-0.056635106334968065,NA,11220,13216,13216,-74.01871,40.64182
02/18/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.4,-0.5085584643931382,NA,11220,13217,13217,-74.01871,40.64182
02/19/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.5,-0.2469186255173555,NA,11220,13218,13218,-74.01871,40.64182
02/20/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,13219,13219,-74.01871,40.64182
02/21/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.5,0.7044989703945819,NA,11220,13220,13220,-74.01871,40.64182
02/22/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,12.1,1.322920407737341,NA,11220,13221,13221,-74.01871,40.64182
02/23/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.5,0.2287901724386132,NA,11220,13222,13222,-74.01871,40.64182
02/24/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.3,-0.056635106334968065,NA,11220,13223,13223,-74.01871,40.64182
02/25/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.3,-0.056635106334968065,NA,11220,13224,13224,-74.01871,40.64182
02/26/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.8,-0.17556230582396024,NA,11220,13225,13225,-74.01871,40.64182
02/27/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.1,0.8472116097813724,NA,11220,13226,13226,-74.01871,40.64182
02/28/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,13227,13227,-74.01871,40.64182
03/01/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.5,0.2287901724386132,NA,11220,13228,13228,-74.01871,40.64182
03/02/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,16.2,2.2981234435470768,NA,11220,13229,13229,-74.01871,40.64182
03/03/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.8,0.30014649213200845,NA,11220,13230,13230,-74.01871,40.64182
03/04/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.3,-0.056635106334968065,NA,11220,13231,13231,-74.01871,40.64182
03/05/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,13.3,1.6083456865109227,NA,11220,13232,13232,-74.01871,40.64182
03/06/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,15.5,2.131625364262488,NA,11220,13233,13233,-74.01871,40.64182
03/07/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.7,0.989924249168163,NA,11220,13234,13234,-74.01871,40.64182
03/08/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.2,-0.7939837431667195,NA,11220,13235,13235,-74.01871,40.64182
03/09/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.5,-0.009064226539371154,NA,11220,13236,13236,-74.01871,40.64182
03/10/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,17.3,2.55976328242286,NA,11220,13237,13237,-74.01871,40.64182
03/11/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,11.6,1.2039932082483489,NA,11220,13238,13238,-74.01871,40.64182
03/12/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.2,-0.08042054623276641,NA,11220,13239,13239,-74.01871,40.64182
03/13/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.7,0.03850665325622576,NA,11220,13240,13240,-74.01871,40.64182
03/14/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.6,0.4904300113143959,NA,11220,13241,13241,-74.01871,40.64182
03/15/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.2,0.6331426507011865,NA,11220,13242,13242,-74.01871,40.64182
03/16/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,15.2,2.0602690445690928,NA,11220,13243,13243,-74.01871,40.64182
03/17/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,20.7,3.3684682389480063,NA,11220,13244,13244,-74.01871,40.64182
03/18/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,17.2,2.535977842525061,NA,11220,13245,13245,-74.01871,40.64182
03/19/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,12,1.2991349678395427,NA,11220,13246,13246,-74.01871,40.64182
03/20/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.3,-0.7701983032689211,NA,11220,13247,13247,-74.01871,40.64182
03/21/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.5,-0.7226274234733242,NA,11220,13248,13248,-74.01871,40.64182
03/22/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.4,-0.7464128633711227,NA,11220,13249,13249,-74.01871,40.64182
03/23/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.8,-0.6512711037799289,NA,11220,13250,13250,-74.01871,40.64182
03/24/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.6,0.014721213358427198,NA,11220,13251,13251,-74.01871,40.64182
03/25/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.6,-0.22313318561955717,NA,11220,13252,13252,-74.01871,40.64182
03/26/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.1,-0.34206038510854936,NA,11220,13253,13253,-74.01871,40.64182
03/27/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.2,-1.0318381421447038,NA,11220,13254,13254,-74.01871,40.64182
03/28/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.1,-0.817769183064518,NA,11220,13255,13255,-74.01871,40.64182
03/29/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.1,-0.5799147840865337,NA,11220,13256,13256,-74.01871,40.64182
03/30/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.7,-0.1993477457217586,NA,11220,13257,13257,-74.01871,40.64182
03/31/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,15.5,2.131625364262488,NA,11220,13258,13258,-74.01871,40.64182
04/01/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.2,-0.3182749452107508,NA,11220,13259,13259,-74.01871,40.64182
04/02/2022,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,13260,13260,-74.01871,40.64182
