date,units,site_name,state,county,pollutant,value,scaled_value,measurement,zip_code,sfg_id,point_id,x,y
12/26/2020,ug/m3 LC,IS 74,New York,Bronx,PM2.5,8.8,0.538000891109993,NA,10474,1087,1087,-73.88553,40.81551
12/27/2020,ug/m3 LC,IS 74,New York,Bronx,PM2.5,10.3,0.8947824895769696,NA,10474,1088,1088,-73.88553,40.81551
12/28/2020,ug/m3 LC,IS 74,New York,Bronx,PM2.5,10.6,0.9661388092703647,NA,10474,1089,1089,-73.88553,40.81551
12/29/2020,ug/m3 LC,IS 74,New York,Bronx,PM2.5,6.5,-0.009064226539371154,NA,10474,1090,1090,-73.88553,40.81551
12/30/2020,ug/m3 LC,IS 74,New York,Bronx,PM2.5,6.2,-0.08042054623276641,NA,10474,1091,1091,-73.88553,40.81551
12/31/2020,ug/m3 LC,IS 74,New York,Bronx,PM2.5,10.1,0.8472116097813724,NA,10474,1092,1092,-73.88553,40.81551
01/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.9,0.08607753305182267,NA,11220,1191,1191,-74.01871,40.64182
01/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,11,1.0612805688615585,NA,11220,1192,1192,-74.01871,40.64182
01/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,13.7,1.703487446102116,NA,11220,1193,1193,-74.01871,40.64182
01/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.5,0.9423533693725663,NA,11220,1194,1194,-74.01871,40.64182
01/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.2,-0.08042054623276641,NA,11220,1195,1195,-74.01871,40.64182
01/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9,0.5855717709055898,NA,11220,1196,1196,-74.01871,40.64182
01/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.5,0.46664457141659754,NA,11220,1197,1197,-74.01871,40.64182
01/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.3,0.18121929264301628,NA,11220,1198,1198,-74.01871,40.64182
01/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.8,0.06229209315402411,NA,11220,1199,1199,-74.01871,40.64182
01/10/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.6,0.4904300113143959,NA,11220,1200,1200,-74.01871,40.64182
01/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10,0.8234261698835741,NA,11220,1201,1201,-74.01871,40.64182
01/12/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.2,0.15743385274521793,NA,11220,1202,1202,-74.01871,40.64182
01/13/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,11.2,1.1088514486571552,NA,11220,1203,1203,-74.01871,40.64182
01/14/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,11,1.0612805688615585,NA,11220,1204,1204,-74.01871,40.64182
01/15/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,11.8,1.251564088043946,NA,11220,1205,1205,-74.01871,40.64182
01/16/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.8,0.30014649213200845,NA,11220,1206,1206,-74.01871,40.64182
01/17/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.9,0.08607753305182267,NA,11220,1207,1207,-74.01871,40.64182
01/18/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.4,-0.5085584643931382,NA,11220,1208,1208,-74.01871,40.64182
01/19/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.4,0.20500473254081486,NA,11220,1209,1209,-74.01871,40.64182
01/20/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.5,-0.009064226539371154,NA,11220,1210,1210,-74.01871,40.64182
01/21/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.3,0.18121929264301628,NA,11220,1211,1211,-74.01871,40.64182
01/22/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10,0.8234261698835741,NA,11220,1212,1212,-74.01871,40.64182
01/23/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,14.1,1.7986292056933098,NA,11220,1213,1213,-74.01871,40.64182
01/24/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,17.7,2.6549050420140534,NA,11220,1214,1214,-74.01871,40.64182
01/25/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.6,-0.4609875845975415,NA,11220,1215,1215,-74.01871,40.64182
01/26/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.9,-0.15177686592616169,NA,11220,1216,1216,-74.01871,40.64182
01/27/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.1,-0.10420598613056498,NA,11220,1217,1217,-74.01871,40.64182
01/28/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.1,-0.34206038510854936,NA,11220,1218,1218,-74.01871,40.64182
01/29/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.8,-0.17556230582396024,NA,11220,1219,1219,-74.01871,40.64182
01/30/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.9,0.323931932029807,NA,11220,1220,1220,-74.01871,40.64182
01/31/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.7,0.5142154512121943,NA,11220,1221,1221,-74.01871,40.64182
02/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.2,0.6331426507011865,NA,11220,1222,1222,-74.01871,40.64182
02/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.4,0.4428591315187992,NA,11220,1223,1223,-74.01871,40.64182
02/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.9,0.7996407299857757,NA,11220,1224,1224,-74.01871,40.64182
02/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,14.4,1.8699855253867053,NA,11220,1225,1225,-74.01871,40.64182
02/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.8,-0.17556230582396024,NA,11220,1226,1226,-74.01871,40.64182
02/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.6,0.014721213358427198,NA,11220,1227,1227,-74.01871,40.64182
02/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.9,-0.389631264904146,NA,11220,1228,1228,-74.01871,40.64182
02/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.5,0.2287901724386132,NA,11220,1229,1229,-74.01871,40.64182
02/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.8,0.30014649213200845,NA,11220,1230,1230,-74.01871,40.64182
02/10/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7,0.10986297294962102,NA,11220,1231,1231,-74.01871,40.64182
02/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.4,0.6807135304967835,NA,11220,1232,1232,-74.01871,40.64182
02/12/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.7,0.03850665325622576,NA,11220,1233,1233,-74.01871,40.64182
02/13/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.7,0.03850665325622576,NA,11220,1234,1234,-74.01871,40.64182
02/14/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.6,0.014721213358427198,NA,11220,1235,1235,-74.01871,40.64182
02/15/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5,-0.36584582500634766,NA,11220,1236,1236,-74.01871,40.64182
02/16/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.2,0.15743385274521793,NA,11220,1237,1237,-74.01871,40.64182
02/17/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10,0.8234261698835741,NA,11220,1238,1238,-74.01871,40.64182
02/18/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.2,0.6331426507011865,NA,11220,1239,1239,-74.01871,40.64182
02/19/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.4,-0.0328496664371695,NA,11220,1240,1240,-74.01871,40.64182
02/20/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1241,1241,-74.01871,40.64182
02/21/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.1,-0.10420598613056498,NA,11220,1242,1242,-74.01871,40.64182
02/22/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.5,-0.009064226539371154,NA,11220,1243,1243,-74.01871,40.64182
02/23/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.9,0.5617863310077914,NA,11220,1244,1244,-74.01871,40.64182
02/24/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,12.8,1.4894184870219305,NA,11220,1245,1245,-74.01871,40.64182
02/25/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.2,0.15743385274521793,NA,11220,1246,1246,-74.01871,40.64182
02/26/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.2,-0.5561293441887352,NA,11220,1247,1247,-74.01871,40.64182
02/27/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.6,-0.9366963825535101,NA,11220,1248,1248,-74.01871,40.64182
02/28/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5,-0.36584582500634766,NA,11220,1249,1249,-74.01871,40.64182
02/29/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,1250,1250,-74.01871,40.64182
03/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.3,-0.2944895053129524,NA,11220,1251,1251,-74.01871,40.64182
03/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.3,0.8947824895769696,NA,11220,1252,1252,-74.01871,40.64182
03/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.8,0.538000891109993,NA,11220,1253,1253,-74.01871,40.64182
03/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1254,1254,-74.01871,40.64182
03/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5,-0.36584582500634766,NA,11220,1255,1255,-74.01871,40.64182
03/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1256,1256,-74.01871,40.64182
03/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.9,-0.6274856638821305,NA,11220,1257,1257,-74.01871,40.64182
03/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.4,-0.5085584643931382,NA,11220,1258,1258,-74.01871,40.64182
03/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.9,0.323931932029807,NA,11220,1259,1259,-74.01871,40.64182
03/10/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.2,0.3952882517232021,NA,11220,1260,1260,-74.01871,40.64182
03/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1261,1261,-74.01871,40.64182
03/12/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6,-0.12799142602836333,NA,11220,1262,1262,-74.01871,40.64182
03/13/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1263,1263,-74.01871,40.64182
03/14/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.1,-0.5799147840865337,NA,11220,1264,1264,-74.01871,40.64182
03/15/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.4,-0.5085584643931382,NA,11220,1265,1265,-74.01871,40.64182
03/16/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,1266,1266,-74.01871,40.64182
03/17/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.9,-0.389631264904146,NA,11220,1267,1267,-74.01871,40.64182
03/18/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.3,-0.2944895053129524,NA,11220,1268,1268,-74.01871,40.64182
03/19/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,1269,1269,-74.01871,40.64182
03/20/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.4,-0.27070406541515385,NA,11220,1270,1270,-74.01871,40.64182
03/21/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.9,-0.6274856638821305,NA,11220,1271,1271,-74.01871,40.64182
03/22/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.4,-0.27070406541515385,NA,11220,1272,1272,-74.01871,40.64182
03/23/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.7,-1.150765341633696,NA,11220,1273,1273,-74.01871,40.64182
03/24/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.2,-0.7939837431667195,NA,11220,1274,1274,-74.01871,40.64182
03/25/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4,-0.603700223984332,NA,11220,1275,1275,-74.01871,40.64182
03/26/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.8,-0.17556230582396024,NA,11220,1276,1276,-74.01871,40.64182
03/27/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.2,-0.08042054623276641,NA,11220,1277,1277,-74.01871,40.64182
03/28/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.4,-0.5085584643931382,NA,11220,1278,1278,-74.01871,40.64182
03/29/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.2,-1.2696925411226883,NA,11220,1279,1279,-74.01871,40.64182
03/30/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.8,-0.6512711037799289,NA,11220,1280,1280,-74.01871,40.64182
03/31/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.7,-1.150765341633696,NA,11220,1281,1281,-74.01871,40.64182
04/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.7,-0.6750565436777273,NA,11220,1282,1282,-74.01871,40.64182
04/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.8,-1.1269799017358977,NA,11220,1283,1283,-74.01871,40.64182
04/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.9,-1.103194461838099,NA,11220,1284,1284,-74.01871,40.64182
04/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.5,-0.9604818224513085,NA,11220,1285,1285,-74.01871,40.64182
04/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.9,0.323931932029807,NA,11220,1286,1286,-74.01871,40.64182
04/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.9,-0.6274856638821305,NA,11220,1287,1287,-74.01871,40.64182
04/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,1288,1288,-74.01871,40.64182
04/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.1,0.13364841284741938,NA,11220,1289,1289,-74.01871,40.64182
04/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.7,-0.9129109426557117,NA,11220,1290,1290,-74.01871,40.64182
04/10/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.1,-1.0556235820425024,NA,11220,1291,1291,-74.01871,40.64182
04/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.6,-0.6988419835755257,NA,11220,1292,1292,-74.01871,40.64182
04/12/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.5,0.2287901724386132,NA,11220,1293,1293,-74.01871,40.64182
04/13/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.5,-0.7226274234733242,NA,11220,1294,1294,-74.01871,40.64182
04/14/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.6,-0.9366963825535101,NA,11220,1295,1295,-74.01871,40.64182
04/15/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.3,-0.7701983032689211,NA,11220,1296,1296,-74.01871,40.64182
04/16/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.3,-0.7701983032689211,NA,11220,1297,1297,-74.01871,40.64182
04/17/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.9,-0.6274856638821305,NA,11220,1298,1298,-74.01871,40.64182
04/18/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.1,-0.817769183064518,NA,11220,1299,1299,-74.01871,40.64182
04/19/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.7,-0.43720214469974295,NA,11220,1300,1300,-74.01871,40.64182
04/20/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.4,-0.7464128633711227,NA,11220,1301,1301,-74.01871,40.64182
04/21/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.3,-0.7701983032689211,NA,11220,1302,1302,-74.01871,40.64182
04/22/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.7,-0.9129109426557117,NA,11220,1303,1303,-74.01871,40.64182
04/23/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1304,1304,-74.01871,40.64182
04/24/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.4,-0.7464128633711227,NA,11220,1305,1305,-74.01871,40.64182
04/25/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.2,-0.3182749452107508,NA,11220,1306,1306,-74.01871,40.64182
04/26/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.5,-1.198336221429293,NA,11220,1307,1307,-74.01871,40.64182
04/27/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,0.6,-1.4124051805094788,NA,11220,1308,1308,-74.01871,40.64182
04/28/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.5,-0.7226274234733242,NA,11220,1309,1309,-74.01871,40.64182
04/29/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.9,-0.389631264904146,NA,11220,1310,1310,-74.01871,40.64182
04/30/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.2,-0.3182749452107508,NA,11220,1311,1311,-74.01871,40.64182
05/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,0.9,-1.3410488608160835,NA,11220,1312,1312,-74.01871,40.64182
05/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.2,-1.0318381421447038,NA,11220,1313,1313,-74.01871,40.64182
05/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.2,-0.08042054623276641,NA,11220,1314,1314,-74.01871,40.64182
05/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.7,-0.9129109426557117,NA,11220,1315,1315,-74.01871,40.64182
05/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.9,-1.103194461838099,NA,11220,1316,1316,-74.01871,40.64182
05/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.2,-0.7939837431667195,NA,11220,1317,1317,-74.01871,40.64182
05/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.3,-1.0080527022469055,NA,11220,1318,1318,-74.01871,40.64182
05/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.2,-1.0318381421447038,NA,11220,1319,1319,-74.01871,40.64182
05/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,0.6,-1.4124051805094788,NA,11220,1320,1320,-74.01871,40.64182
05/10/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.1,-1.0556235820425024,NA,11220,1321,1321,-74.01871,40.64182
05/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.4,-0.9842672623491069,NA,11220,1322,1322,-74.01871,40.64182
05/12/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.7,-1.150765341633696,NA,11220,1323,1323,-74.01871,40.64182
05/13/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.7,-0.6750565436777273,NA,11220,1324,1324,-74.01871,40.64182
05/14/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.1,-0.34206038510854936,NA,11220,1325,1325,-74.01871,40.64182
05/15/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.3,0.6569280905989852,NA,11220,1326,1326,-74.01871,40.64182
05/16/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.2,-1.0318381421447038,NA,11220,1327,1327,-74.01871,40.64182
05/17/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,0.5,-1.4361906204072772,NA,11220,1328,1328,-74.01871,40.64182
05/18/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.4,-1.2221216613270913,NA,11220,1329,1329,-74.01871,40.64182
05/19/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.4,-0.9842672623491069,NA,11220,1330,1330,-74.01871,40.64182
05/20/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.3,-1.24590710122489,NA,11220,1331,1331,-74.01871,40.64182
05/21/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3,-0.8415546229623164,NA,11220,1332,1332,-74.01871,40.64182
05/22/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.9,-0.6274856638821305,NA,11220,1333,1333,-74.01871,40.64182
05/23/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.4,-1.2221216613270913,NA,11220,1334,1334,-74.01871,40.64182
05/24/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.1,-0.5799147840865337,NA,11220,1335,1335,-74.01871,40.64182
05/25/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3,-0.8415546229623164,NA,11220,1336,1336,-74.01871,40.64182
05/26/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,-0.2,-1.6026886996918663,NA,11220,1337,1337,-74.01871,40.64182
05/27/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,-0.4,-1.6502595794874633,NA,11220,1338,1338,-74.01871,40.64182
05/28/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.8,-1.1269799017358977,NA,11220,1339,1339,-74.01871,40.64182
05/29/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3,-0.8415546229623164,NA,11220,1340,1340,-74.01871,40.64182
05/30/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.1,-1.2934779810204868,NA,11220,1341,1341,-74.01871,40.64182
05/31/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,-1,-1.7929722188742538,NA,11220,1342,1342,-74.01871,40.64182
06/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.2,-1.2696925411226883,NA,11220,1343,1343,-74.01871,40.64182
06/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.4,-0.7464128633711227,NA,11220,1344,1344,-74.01871,40.64182
06/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.3,0.18121929264301628,NA,11220,1345,1345,-74.01871,40.64182
06/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.7,0.2763610522342101,NA,11220,1346,1346,-74.01871,40.64182
06/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,1347,1347,-74.01871,40.64182
06/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.5,-1.198336221429293,NA,11220,1348,1348,-74.01871,40.64182
06/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1,-1.3172634209182852,NA,11220,1349,1349,-74.01871,40.64182
06/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.2,-1.0318381421447038,NA,11220,1350,1350,-74.01871,40.64182
06/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,7.4,0.20500473254081486,NA,11220,1351,1351,-74.01871,40.64182
06/10/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.2,0.3952882517232021,NA,11220,1352,1352,-74.01871,40.64182
06/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.5,-0.4847730244953399,NA,11220,1353,1353,-74.01871,40.64182
06/12/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.7,-1.150765341633696,NA,11220,1354,1354,-74.01871,40.64182
06/13/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,-0.5,-1.6740450193852616,NA,11220,1355,1355,-74.01871,40.64182
06/14/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.3,-1.24590710122489,NA,11220,1356,1356,-74.01871,40.64182
06/15/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.9,-0.8653400628601149,NA,11220,1357,1357,-74.01871,40.64182
06/16/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.9,-1.103194461838099,NA,11220,1358,1358,-74.01871,40.64182
06/17/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.7,-1.150765341633696,NA,11220,1359,1359,-74.01871,40.64182
06/18/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,0.7,-1.3886197406116805,NA,11220,1360,1360,-74.01871,40.64182
06/19/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,0.4,-1.4599760603050755,NA,11220,1361,1361,-74.01871,40.64182
06/20/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.8,-0.4134167048019446,NA,11220,1362,1362,-74.01871,40.64182
06/21/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.3,-1.0080527022469055,NA,11220,1363,1363,-74.01871,40.64182
06/22/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.2,-1.0318381421447038,NA,11220,1364,1364,-74.01871,40.64182
06/23/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.5,-0.009064226539371154,NA,11220,1365,1365,-74.01871,40.64182
06/24/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.8,-0.6512711037799289,NA,11220,1366,1366,-74.01871,40.64182
06/25/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.5,-0.2469186255173555,NA,11220,1367,1367,-74.01871,40.64182
06/26/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.3,-0.5323439042909368,NA,11220,1368,1368,-74.01871,40.64182
06/27/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,9.5,0.7044989703945819,NA,11220,1369,1369,-74.01871,40.64182
06/28/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,6.6,0.014721213358427198,NA,11220,1370,1370,-74.01871,40.64182
06/29/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.1,-0.817769183064518,NA,11220,1371,1371,-74.01871,40.64182
06/30/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,1.6,-1.1745507815314946,NA,11220,1372,1372,-74.01871,40.64182
07/01/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,4.8,-0.4134167048019446,NA,11220,1373,1373,-74.01871,40.64182
07/02/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,5.9,-0.15177686592616169,NA,11220,1374,1374,-74.01871,40.64182
07/03/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.2,0.8709970496791708,NA,11220,1375,1375,-74.01871,40.64182
07/04/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.6,0.9661388092703647,NA,11220,1376,1376,-74.01871,40.64182
07/05/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,10.2,0.8709970496791708,NA,11220,1377,1377,-74.01871,40.64182
07/06/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,8.7,0.5142154512121943,NA,11220,1378,1378,-74.01871,40.64182
07/07/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.1,-0.817769183064518,NA,11220,1379,1379,-74.01871,40.64182
07/08/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.4,-0.9842672623491069,NA,11220,1380,1380,-74.01871,40.64182
07/09/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,2.3,-1.0080527022469055,NA,11220,1381,1381,-74.01871,40.64182
07/11/2020,ug/m3 LC,PS 314,New York,Kings,PM2.5,3.3,-0.7701983032689211,NA,11220,1382,1382,-74.01871,40.64182
